Position	Strand	Type	Locus	Product	EGDe_37C_TSS	sigB	prfA	EGDe_30C	EGDe_minusO2	EGDe_Stat	EGDe_Complete_TSS
2294517	-	Upstream	lmo2205	phosphoglyceromutase 1	6	9	4	4	13	7	43
2294524	-	Upstream	lmo2205	phosphoglyceromutase 1	0	0	0	0	4	3	7
2294531	-	Upstream	lmo2205	phosphoglyceromutase 1	8	10	2	3	10	6	39
2297201	-	Upstream	lmo2206	endopeptidase Clp ATP-binding chain B ClpB	17	8	3	0	16	2	46
2298007	-	Upstream	lmo2207	hypothetical protein	17	33	18	32	94	14	208
2298888	-	Upstream	lmo2208	hypothetical protein	0	4	0	0	7	2	13
2300202	-	Upstream	lmo2210	hypothetical protein	4	0	5	20	8	14	51
2302385	-	Upstream	lmo2212	uroporphyrinogen decarboxylase	11	14	6	98	52	35	216
2302386	-	Upstream	lmo2212	uroporphyrinogen decarboxylase	2	0	0	2	4	0	8
2302473	+	Upstream	lmo2213	hypothetical protein	275	0	65	51	86	28	505
2305044	-	Upstream	lmo2215	ABC transporter ATP-binding protein	18	36	7	34	47	37	179
2305143	+	Upstream	lmo2216	histidine triad HIT protein	2	0	2	4	5	3	16
2305532	+	Middle	lmo2216	histidine triad HIT protein	35	56	12	3	0	0	106
2306124	+	Upstream	lmo2218	hypothetical protein	7	10	4	3	2	0	26
2306786	+	Upstream	lmo2219	post-translocation molecular chaperone	72	107	32	50	217	91	569
2308733	-	Upstream	lmo2220	3-5 exoribonuclease YhaM	182	174	57	46	90	25	574
2312727	-	Upstream	lmo2222	hypothetical protein	2	2	0	0	2	0	6
2313227	-	Upstream	lmo2223	hypothetical protein	129	153	42	160	217	35	736
2315895	-	Upstream	lmo2225	fumarate hydratase	5	7	0	0	10	4	26
2317864	-	Upstream	lmo2228	hypothetical protein	0	5	5	0	2	0	12
2320145	-	Upstream	lmo2229	penicillin-binding protein	55	17	15	6	12	4	109
2320306	+	Upstream	lmo2230	arsenate reductase	10	0	16	7	24	17	74
2321818	+	Intergenic	NA	NA	20	25	13	21	75	34	188
2321830	+	Upstream	lmo2232	hypothetical protein	3	19	5	14	26	106	173
2321967	-	Intergenic	NA	NA	0	0	0	0	2	0	2
2333330	-	Upstream	lmo2241	transcriptional regulators GntR family	26	23	10	21	39	19	138
2333874	-	Upstream	lmo2242	O6-methylguanine-DNA methyltransferase	45	38	10	32	28	12	165
2333985	+	Upstream	lmo2243	methylphosphotriester-DNA alkyltransferase and transcriptional regulator	0	0	0	8	43	2	53
2337434	-	Upstream	lmo2247	oxidoreductase	5	2	0	0	0	0	7
2337444	-	Upstream	lmo2247	oxidoreductase	22	5	4	7	15	0	53
2337662	+	Upstream	lmo2248	hypothetical protein	107	49	7	107	166	11	447
2343709	-	Upstream	lmo2253	phosphoglucomutase	101	82	21	40	47	10	301
2345229	+	Upstream	lmo2255	hypothetical protein	2	0	0	0	3	0	5
2346108	-	Upstream	lmo2256	hypothetical protein	175	97	28	103	91	50	544
2346382	-	Middle	lmo2257	hypothetical protein	74	124	46	185	277	179	885
2346807	-	Upstream	lmo2258	hypothetical protein	12	11	0	11	13	14	61
2348569	-	Upstream	lmo2261	hypothetical protein	33	24	29	251	61	8	406
2349446	-	Upstream	lmo2262	hypothetical protein	2	0	0	0	5	0	7
2351324	-	Upstream	lmo2264	hypothetical protein	0	0	0	4	7	0	11
2356350	-	Middle	lmo2268	ATP-dependent deoxyribonuclease subunit B	0	0	0	0	4	0	4
2359824	-	Upstream	lmo2268	ATP-dependent deoxyribonuclease subunit B	10	19	6	0	0	0	35
2359926	-	Upstream	lmo2268	ATP-dependent deoxyribonuclease subunit B	22	12	3	2	4	2	45
2360318	+	Upstream	lmo2270	competence transcription factor ComK- N terminal part	2	0	2	0	0	0	4
2361155	-	Upstream	lmo2271	hypothetical protein	0	2	2	0	0	0	4
2361256	+	Intergenic	NA	NA	0	0	0	2	0	4	6
2361329	+	Intergenic	NA	NA	3	6	2	3	0	2	16
2361870	+	Upstream	lmo2273	protein gp30	15	25	8	4	5	7	64
2364439	-	Intergenic	NA	NA	112	312	245	102	63	67	901
2364449	-	Upstream	lmo2277	hypothetical protein	35	44	34	3	5	5	126
2364459	-	Upstream	lmo2277	hypothetical protein	6	9	3	2	3	0	23
2386992	-	Intergenic	NA	NA	0	0	0	2	0	0	2
2395032	+	Intergenic	NA	NA	15	26	20	25	55	39	180
2395244	-	Intergenic	NA	NA	2	0	0	4	0	0	6
2398564	-	Upstream	lmo2328	transcription regulator	5	2	0	4	2	0	13
2398673	+	Upstream	lmo2329	a putative repressor protein Bacteriophage A118	15	11	17	2	2	6	53
2399283	+	Intergenic	NA	NA	2	3	0	0	0	0	5
2399430	+	Upstream	lmo2330	gp33 Bacteriophage A118	311	677	107	64	81	32	1272
2400246	+	Upstream	lmo2331	gp32	8	0	0	0	2	0	10
2403252	-	Upstream	lmo2334	transcriptional regulator	291	257	106	277	305	275	1511
2406929	-	Upstream	lmo2337	regulatory protein DeoR family	10	31	156	11	10	19	237
2407099	+	Upstream	lmo2338	aminopeptidase C	0	2	0	0	6	0	8
2408909	-	Upstream	lmo2339	hypothetical protein	29	26	19	10	4	10	98
2411039	-	Upstream	lmo2341	carbohydrate kinases	18	6	10	21	61	30	146
2411849	-	Upstream	lmo2342	16S pseudouridylate synthase	4	10	0	0	0	0	14
2418639	-	Upstream	lmo2351	NADH-dependent FMN reductase	0	0	0	0	0	2	2
2418653	-	Upstream	lmo2351	NADH-dependent FMN reductase	11	25	14	61	48	69	228
2418677	-	Upstream	lmo2351	NADH-dependent FMN reductase	9	7	4	20	24	9	73
2418835	+	Upstream	lmo2352	LysR family transcription regulator	0	0	0	0	0	2	2
2421787	-	Upstream	lmo2353	putative Na+-H+ antiporter	3	6	5	2	7	23	46
2421812	-	Upstream	lmo2353	putative Na+-H+ antiporter	0	0	0	0	3	4	7
2421819	-	Upstream	lmo2353	putative Na+-H+ antiporter	0	0	0	0	5	0	5
2424752	-	Upstream	lmo2355	Similar to multidrug resistance protein	0	4	0	9	17	2	32
2424866	-	Intergenic	NA	NA	20	166	27	4	31	12	260
2427017	-	Upstream	lmo2358	N-acetylglucosamine-6-phosphate isomerase	26	0	14	6	5	5	56
2427915	-	Upstream	lmo2359	hypothetical protein	14	19	6	7	5	13	64
2431355	-	Upstream	lmo2361	hypothetical protein	5	15	20	12	28	8	88
2434901	-	Upstream	lmo2364	hypothetical protein	6	5	2	0	0	0	13
2434910	-	Upstream	lmo2364	hypothetical protein	4	7	2	0	0	0	13
2436190	-	Upstream	lmo2365	S. pyogenes RofA regulatory protein	6	6	0	0	0	0	12
2436786	-	Upstream	lmot48	tRNA-Gly	157	399	228	2780	5446	1451	10461
2436966	-	Upstream	lmot50	tRNA-His	0	0	0	28	78	3	109
2437054	-	Upstream	lmot51	tRNA-Trp	43	153	95	1076	3772	1148	6287
2437192	-	Middle	lmot53	tRNA-Phe	0	0	0	4	5	0	9
2437198	-	Middle	lmot53	tRNA-Phe	0	0	0	0	12	2	14
2437200	-	Middle	lmot53	tRNA-Phe	0	40	27	162	445	0	674
2437323	-	Upstream	lmot54	tRNA-Asp	0	0	0	31	15	6	52
2437331	-	Middle	lmot55	tRNA-Met	0	0	0	0	51	0	51
2437745	-	Upstream	lmot58	tRNA-Ser	53	81	93	578	715	181	1701
2444146	-	Upstream	lmo2366	transcription regulator DeoR family	34	36	14	4	7	6	101
2445618	-	Upstream	lmo2367	glucose-6-phosphate isomerase	7	8	3	31	37	57	143
2446092	-	Upstream	lmo2368	hypothetical protein	3	0	2	0	0	0	5
2446111	-	Upstream	lmo2368	hypothetical protein	2	2	2	3	2	2	13
2446142	-	Upstream	lmo2368	hypothetical protein	81	0	14	29	10	15	149
2446625	-	Upstream	lmo2369	general stress protein 13	66	45	19	17	30	27	204
2446720	+	Upstream	lmo2370	aminotransferase	255	302	125	100	191	26	999
2448037	+	Upstream	lmo2371	putative ABC-transporter transmembrane subunit	10	0	0	0	0	0	10
2450197	-	Upstream	lmo2373	phosphotransferase system PTS beta-glucoside-specific enzyme IIB component	8	8	0	0	0	0	16
2450210	-	Upstream	lmo2373	phosphotransferase system PTS beta-glucoside-specific enzyme IIB component	2	0	2	0	3	0	7
2450216	-	Upstream	lmo2373	phosphotransferase system PTS beta-glucoside-specific enzyme IIB component	3	4	0	0	5	0	12
2450232	-	Upstream	lmo2373	phosphotransferase system PTS beta-glucoside-specific enzyme IIB component	513	714	215	220	372	172	2206
2450348	+	Upstream	lmo2374	aspartate kinase	13	19	4	2	7	0	45
2452955	-	Upstream	lmo2376	peptidyl-prolyl cis-trans isomerase	2	2	0	0	6	0	10
2452994	-	Upstream	lmo2376	peptidyl-prolyl cis-trans isomerase	130	99	73	296	359	73	1030
2453075	-	Upstream	lmo2376	peptidyl-prolyl cis-trans isomerase	16	7	7	8	8	6	52
2454489	+	Upstream	lmo2378	monovalent cation-H+ antiporter subunit A	2	0	0	3	4	0	9
2454491	+	Upstream	lmo2378	monovalent cation-H+ antiporter subunit A	3	3	0	0	2	0	8
2461120	-	Upstream	lmo2385	YuxO protein	49	56	16	3	7	0	131
2461131	+	Upstream	lmo2386	YuiD protein	23	17	2	8	15	2	67
2461195	+	Upstream	lmo2386	YuiD protein	49	0	10	20	10	15	104
2461772	+	Upstream	lmo2387	hypothetical protein	12	0	0	4	0	2	18
2463909	-	Upstream	lmo2388	YwqG protein	2	4	0	0	2	0	8
2465190	-	Upstream	lmo2389	NADH dehydrogenase	6	0	3	2	0	0	11
2465206	-	Upstream	lmo2389	NADH dehydrogenase	0	0	0	4	2	0	6
2465309	-	Upstream	lmo2389	NADH dehydrogenase	18	0	0	2	2	7	29
2465577	+	Upstream	lmo2390	hypothetical thioredoxine reductase	1521	1539	1169	1036	1435	843	7543
2465585	+	Upstream	lmo2390	hypothetical thioredoxine reductase	10	14	12	23	29	25	113
2465591	+	Upstream	lmo2390	hypothetical thioredoxine reductase	0	0	0	2	6	38	46
2466685	+	Upstream	lmo2391	YhfK protein	57	0	13	19	19	38	146
2467982	-	Upstream	lmo2393	YuzD protein	12	17	5	26	15	99	174
2472055	+	Upstream	lmo2397	NifU protein	110	148	32	31	52	13	386
2472409	+	Upstream	lmo2398	hypothetical protein	973	0	244	230	90	582	2119
2472415	+	Upstream	lmo2398	hypothetical protein	13	17	8	8	3	10	59
2474290	-	Upstream	lmo2399	hypothetical protein	14	0	3	2	3	2	24
2475887	-	Middle	lmo2403	YunD protein	4	2	0	0	0	0	6
2475893	-	Middle	lmo2403	YunD protein	4	4	0	2	0	0	10
2475900	-	Middle	lmo2403	YunD protein	4	6	2	0	0	0	12
2476375	-	Middle	lmo2403	YunD protein	14	22	5	66	175	20	302
2477270	-	Upstream	lmo2403	YunD protein	11	3	0	0	3	5	22
2477357	+	Upstream	lmo2404	hypothetical protein	2	0	0	3	9	0	14
2479495	-	Upstream	lmo2406	YunF protein	55	113	49	9	23	11	260
2479947	-	Upstream	lmo2407	hypothetical protein	20	23	15	0	0	0	58
2480295	+	Upstream	lmo2408	repressor protein	0	4	0	0	2	0	6
2481213	-	Middle	lmo2410	hypothetical protein	4	8	6	0	2	0	20
2481602	-	Upstream	lmo2410	hypothetical protein	8	19	2	0	12	0	41
2483150	-	Middle	lmo2412	hypothetical protein	11	7	2	0	0	3	23
2483171	-	Middle	lmo2412	hypothetical protein	0	2	0	0	0	5	7
2483641	-	Middle	lmo2413	aminotransferase	2	8	2	3	0	2	17
2484834	-	Middle	lmo2414	aminotransferase	0	0	0	0	2	3	5
2484852	-	Middle	lmo2414	aminotransferase	2	0	3	3	19	5	32
2484860	-	Middle	lmo2414	aminotransferase	0	0	0	0	2	2	4
2486952	-	Upstream	lmo2415	ABC transporter- ATP-binding protein	119	81	19	26	53	7	305
2487016	-	Upstream	lmo2415	ABC transporter- ATP-binding protein	62	38	6	2	17	0	125
2487194	+	Upstream	lmo2416	hypothetical protein	2	2	0	3	2	0	9
2489267	-	Upstream	lmo2417	conserved lipoprotein putative ABC transporter binding protein	8	14	3	7	27	9	68
2491184	-	Upstream	NA	NA	2	0	2	0	0	0	4
2491227	-	Upstream	NA	NA	32	35	20	0	4	0	91
2492744	-	Middle	lmo2422	two-component response regulator	4	7	3	0	3	27	44
2495285	-	Upstream	lmo2425	glycine cleavage system protein H	3	0	0	4	5	5	17
2495291	-	Upstream	lmo2425	glycine cleavage system protein H	12	8	7	3	9	7	46
2495297	-	Upstream	lmo2425	glycine cleavage system protein H	12	15	3	5	4	8	47
2495303	-	Upstream	lmo2425	glycine cleavage system protein H	16	19	3	0	4	0	42
2495311	-	Middle	lmo2426	hypothetical protein	10	8	7	0	0	4	29
2495318	-	Middle	lmo2426	hypothetical protein	15	12	5	2	7	4	45
2495688	-	Upstream	lmo2426	hypothetical protein	116	130	34	33	61	48	422
2497054	-	Upstream	lmo2427	cell division proteins RodA- FtsW	0	3	0	5	5	0	13
2501182	-	Upstream	lmo2431	FhuD ferrichrome ABC transporter fhuD precursor ferrichrome-binding protein	17	27	11	55	13	14	137
2501290	+	Upstream	lmo2432	hypothetical protein	3028	5249	1410	764	498	492	11441
2503838	-	Upstream	lmo2434	highly glutamate decarboxylases	88	0	23	59	63	129	362
2503839	-	Upstream	lmo2434	highly glutamate decarboxylases	7	0	0	3	0	3	13
2504787	-	Middle	lmo2436	transcription antiterminator	10	2	3	0	0	0	15
2505277	-	Upstream	lmo2436	transcription antiterminator	3	11	0	15	20	3	52
2506469	+	Upstream	lmo2439	hypothetical protein	2	0	0	0	0	0	2
2507268	-	Upstream	lmo2440	hypothetical protein	0	5	0	0	2	0	7
2508225	-	Upstream	lmo2441	transcription regulator	0	2	0	0	16	6	24
2508840	-	Upstream	lmo2442	hypothetical protein	0	0	0	2	2	3	7
2509430	-	Upstream	lmo2443	hypothetical protein	5	2	0	0	0	0	7
2510220	-	Intergenic	NA	NA	2618	5546	3327	47830	35232	69477	164030
2510221	-	Upstream	NA	NA	30	44	37	286	86	264	747
2510228	-	Upstream	NA	NA	0	4	2	3	5	2	16
2510236	-	Upstream	NA	NA	16	18	9	98	396	59	596
2520443	-	Middle	lmo2449	exoribonuclease RNase-R	0	0	0	2	9	9	20
2521820	-	Middle	lmo2449	exoribonuclease RNase-R	0	0	0	0	8	5	13
2522824	-	Upstream	lmo2449	exoribonuclease RNase-R	5	2	0	6	0	0	13
2522950	-	Middle	lmo2450	carboxylesterase	7	2	2	0	0	0	11
2524101	-	Upstream	lmo2451	preprotein translocase subunit SecG	71	108	39	45	82	10	355
2524911	-	Upstream	lmo2452	carboxylesterase	0	4	2	0	0	0	6
2524939	-	Upstream	lmo2452	carboxylesterase	6	3	2	3	2	0	16
2524949	-	Upstream	lmo2452	carboxylesterase	56	40	15	41	34	19	205
2525004	-	Upstream	lmo2452	carboxylesterase	63	70	21	62	33	5	254
2525844	-	Upstream	lmo2453	lipolytic enzyme	7	0	0	0	4	0	11
2526130	-	Upstream	lmo2454	hypothetical protein	44	0	19	3	6	7	79
2527519	-	Upstream	lmo2455	phosphopyruvate hydratase	0	2	0	0	5	0	7
2527590	-	Upstream	lmo2455	phosphopyruvate hydratase	0	3	0	4	6	2	15
2527601	-	Upstream	lmo2455	phosphopyruvate hydratase	138	114	34	25	249	11	571
2532345	-	Upstream	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	2	6	0	0	0	0	8
2533590	-	Upstream	lmo2460	CggR hypothetical transcriptional regulator	0	0	0	0	8	0	8
2533597	-	Upstream	lmo2460	CggR hypothetical transcriptional regulator	0	0	0	0	13	0	13
2533615	-	Upstream	lmo2460	CggR hypothetical transcriptional regulator	12	20	25	277	318	236	888
2535243	-	Upstream	lmo2461	RNA polymerase factor sigma-54	5	0	0	0	10	0	15
2536292	-	Upstream	lmo2462	dipeptidases	658	1081	188	264	397	59	2647
2539630	-	Upstream	lmo2465	hypothetical protein	126	114	44	16	30	2	332
2539769	+	Upstream	lmo2466	hypothetical protein	2	4	0	2	0	0	8
2539785	+	Upstream	lmo2466	hypothetical protein	72	104	41	32	8	3	260
2539813	+	Upstream	lmo2466	hypothetical protein	8	14	3	0	0	0	25
2539825	+	Upstream	lmo2466	hypothetical protein	6	6	9	2	3	2	28
2541876	-	Upstream	lmo2467	chitinase and chitin binding protein	14	42	13	11	90	96	266
2541971	+	Upstream	lmo2468	ATP-dependent Clp protease proteolytic subunit	4	8	2	2	6	2	24
2544120	-	Upstream	lmo2469	amino acid transporter	28	20	4	4	27	3	86
2549386	-	Upstream	lmo2474	hypothetical protein	35	30	8	14	31	6	124
2552295	-	Upstream	lmo2476	aldose 1-epimerase mutarotase	0	0	0	0	9	0	9
2552307	-	Upstream	lmo2476	aldose 1-epimerase mutarotase	2	0	0	0	4	0	6
2552808	-	Middle	lmo2477	UDP-glucose 4-epimerase	14	6	5	2	0	0	27
2553317	-	Upstream	lmo2477	UDP-glucose 4-epimerase	2	4	0	0	0	0	6
2553323	-	Upstream	lmo2477	UDP-glucose 4-epimerase	73	80	33	17	28	17	248
2554389	-	Upstream	lmo2478	thioredoxin reductase	2	0	8	0	3	4	17
2554396	-	Upstream	lmo2478	thioredoxin reductase	2	3	0	2	2	0	9
2554407	-	Upstream	lmo2478	thioredoxin reductase	0	0	0	0	2	0	2
2554415	-	Upstream	lmo2478	thioredoxin reductase	58	71	37	100	144	170	580
2555954	-	Upstream	lmo2479	hypothetical protein	40	54	36	61	100	37	328
2556530	-	Middle	lmo2481	pyrophosphatase PpaX	0	0	0	7	12	16	35
2558836	-	Middle	lmo2483	HPr kinase-phosphorylase	6	7	2	0	0	0	15
2559135	-	Upstream	lmo2483	HPr kinase-phosphorylase	71	106	39	142	129	73	560
2559137	-	Upstream	lmo2483	HPr kinase-phosphorylase	4	4	0	0	7	2	17
2561024	-	Middle	lmo2486	hypothetical protein	3	6	3	7	9	4	32
2561067	-	Upstream	lmo2486	hypothetical protein	0	0	0	4	3	0	7
2562460	-	Upstream	lmo2487	YvlB protein	5	6	2	0	0	0	13
2567548	-	Upstream	lmo2489	excinuclease ABC subunit B	101	80	10	4	13	3	211
2568653	-	Middle	lmo2492	hypothetical protein	7	9	2	0	3	0	21
2569456	-	Upstream	lmo2493	transcription regulator ArsR family	4	6	4	0	5	0	19
2569572	+	Intergenic	NA	NA	8	6	4	5	5	0	28
2577580	-	Upstream	lmo2501	two-component response phosphate regulator	7	5	0	0	0	0	12
2580377	-	Upstream	lmo2503	cardiolipin synthase	31	79	10	19	52	15	206
2585032	-	Intergenic	NA	NA	0	3	0	0	4	0	7
2586135	-	Middle	lmo2509	peptide chain release factor 2	2	0	0	2	2	0	6
2589896	-	Upstream	lmo2510	preprotein translocase subunit SecA	39	36	10	62	91	21	259
2590745	-	Upstream	lmo2511	YvyD protein	8	0	0	0	0	0	8
2592783	-	Upstream	lmo2513	late competence protein comFA	7	0	4	0	0	0	11
2594650	-	Upstream	lmo2515	two-component response regulator DegU	7	9	0	5	0	0	21
2594785	-	Intergenic	NA	NA	0	3	0	0	0	0	3
2596163	+	Upstream	lmo2518	LytR putative transcriptional regulator LytR	11	4	3	0	6	0	24
2596237	+	Upstream	lmo2518	LytR putative transcriptional regulator LytR	7	12	3	4	7	2	35
2600309	-	Upstream	lmo2521	TagA protein involved in polyglycerol phosphate biosynthesis	7	10	6	0	3	2	28
2601270	-	Upstream	lmo2522	hypothetical cell wall binding protein from B. subtilis	2	2	3	3	13	20	43
2603722	-	Upstream	lmo2525	rod shape-determining protein MreB	0	2	2	3	0	0	7
2603745	-	Upstream	lmo2525	rod shape-determining protein MreB	279	333	143	124	434	109	1422
2605232	-	Upstream	lmo2526	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	11	4	0	13	33	2	63
2606147	-	Middle	lmo2529	F0F1 ATP synthase subunit beta	0	0	0	0	3	2	5
2608993	-	Middle	lmo2531	F0F1 ATP synthase subunit alpha	0	2	0	3	11	4	20
2610621	-	Middle	lmo2533	F0F1 ATP synthase subunit B	0	0	0	3	4	9	16
2610633	-	Middle	lmo2533	F0F1 ATP synthase subunit B	0	0	0	0	8	3	11
2611434	-	Upstream	lmo2534	F0F1 ATP synthase subunit C	0	4	0	0	0	2	6
2612647	-	Upstream	lmo2536	highly ATP synthase subunit i	0	0	0	4	23	43	70
2612654	-	Upstream	lmo2536	highly ATP synthase subunit i	0	0	0	4	39	4	47
2612669	-	Upstream	lmo2536	highly ATP synthase subunit i	0	0	0	0	9	0	9
2612675	-	Upstream	lmo2536	highly ATP synthase subunit i	0	2	0	0	13	0	15
2612731	-	Upstream	lmo2536	highly ATP synthase subunit i	3	0	0	5	5	0	13
2612753	-	Upstream	lmo2536	highly ATP synthase subunit i	48	22	11	45	12	2	140
2612817	-	Upstream	lmo2536	highly ATP synthase subunit i	26	11	13	19	23	9	101
2613300	-	Intergenic	NA	NA	22	44	8	20	89	23	206
2614691	-	Upstream	lmo2537	UDP-N-acetylglucosamine 2-epimerase	0	0	0	0	11	0	11
2615349	-	Upstream	lmo2538	uracil phosphoribosyltransferase	8	13	6	2	0	0	29
2615356	-	Upstream	lmo2538	uracil phosphoribosyltransferase	278	243	171	220	672	81	1665
2616725	-	Upstream	lmo2539	serine hydroxymethyltransferase	3	3	2	0	0	2	10
2616751	-	Upstream	lmo2539	serine hydroxymethyltransferase	81	54	29	23	37	10	234
2618303	-	Upstream	lmo2541	yeast translation initiation protein	8	3	4	4	8	2	29
2619275	-	Middle	lmo2542	protoporphyrinogen oxidase	8	4	0	0	0	0	12
2621120	-	Upstream	lmo2544	thymidine kinase	0	3	0	0	3	0	6
2622629	-	Middle	lmo2546	threonine synthase	8	20	3	0	27	5	63
2624487	-	Upstream	lmo2547	homoserine dehydrogenase	3	3	0	4	31	4	45
2624908	-	Upstream	lmo2548	50S ribosomal protein L31 type B	0	0	0	3	4	3	10
2624916	-	Upstream	lmo2548	50S ribosomal protein L31 type B	0	2	2	3	3	2	12
2624923	-	Upstream	lmo2548	50S ribosomal protein L31 type B	6	4	2	17	9	6	44
2624942	-	Upstream	lmo2548	50S ribosomal protein L31 type B	720	845	500	583	1567	167	4382
2626397	-	Upstream	lmo2550	glycosyl transferases	0	3	4	9	45	48	109
2629119	-	Upstream	lmo2552	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	15	16	9	14	11	9	74
2632628	-	Upstream	lmo2555	weakly human N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein	7	3	6	2	3	2	23
2633862	-	Upstream	lmo2556	fructose-1-6-bisphosphate aldolase	986	700	302	145	1335	98	3566
2634876	-	Upstream	lmo2557	putative lipid kinase	9	20	7	6	8	18	68
2635114	+	Upstream	lmo2558	autolysin- amidase	12	6	3	4	11	0	36
2639562	-	Upstream	lmo2559	CTP synthetase	4	0	0	2	0	0	6
2639788	-	Upstream	lmo2559	CTP synthetase	2	0	0	3	0	0	5
2639789	-	Upstream	lmo2559	CTP synthetase	3	0	0	6	4	0	13
2640486	-	Upstream	lmo2560	DNA-directed RNA polymerase subunit delta	0	5	0	3	4	0	12
2640497	-	Upstream	lmo2560	DNA-directed RNA polymerase subunit delta	16	11	4	5	10	0	46
2640506	-	Upstream	lmo2560	DNA-directed RNA polymerase subunit delta	3	4	0	2	3	0	12
2640522	-	Upstream	lmo2560	DNA-directed RNA polymerase subunit delta	3	3	4	0	0	0	10
2640531	-	Upstream	lmo2560	DNA-directed RNA polymerase subunit delta	10	9	5	17	33	2	76
2640546	-	Upstream	lmo2560	DNA-directed RNA polymerase subunit delta	2	2	0	0	0	0	4
2640772	-	Intergenic	NA	NA	4	7	3	0	6	6	26
2640819	-	Intergenic	NA	NA	6	22	3	3	7	0	41
2642985	-	Upstream	lmo2562	hypothetical protein	14	4	4	7	32	6	67
2643728	+	Upstream	lmo2564	4-oxalocrotonate isomerase	62	38	15	9	9	5	138
2646173	-	Upstream	lmo2566	hypothetical protein	3	6	2	0	2	0	13
2646361	-	Upstream	lmo2566	hypothetical protein	3	0	2	49	68	68	190
2648906	-	Upstream	lmo2569	dipeptide ABC transporter dipeptide-binding protein	75	165	46	152	162	38	638
2649599	-	Middle	lmo2571	nicotinamidase	8	0	0	0	0	6	14
2651771	-	Upstream	lmo2573	zinc-binding dehydrogenase	11	0	4	0	4	11	30
2652148	-	Upstream	lmo2574	hypothetical protein	79	28	14	5	14	10	150
2653123	-	Upstream	lmo2575	cation transport protein efflux	21	27	9	6	16	27	106
2658887	-	Upstream	lmo2577	hypothetical protein	51	106	30	23	44	10	264
2660210	+	Intergenic	NA	NA	4	0	0	0	0	0	4
2662189	-	Upstream	lmo2581	hypothetical protein	2	0	2	0	3	6	13
2664326	-	Upstream	lmo2583	two-component response regulator	3	8	2	0	2	0	15
2668656	-	Upstream	lmo2586	formate dehydrogenase alpha chain	0	0	4	0	0	0	4
2668692	-	Upstream	lmo2586	formate dehydrogenase alpha chain	200	215	102	19	21	78	635
2668835	+	Middle	NA	NA	0	3	2	2	11	4	22
2671562	-	Upstream	lmo2588	drug-export proteins	0	3	0	3	4	0	10
2672539	-	Upstream	lmo2589	transcription regulator TetR-AcrR family	13	14	6	7	10	0	50
2672736	-	Upstream	lmot63	tRNA-Thr	8	23	9	93	181	29	343
2679364	-	Upstream	lmo2590	ATP binding proteins	6	2	0	2	2	2	14
2679571	+	Upstream	lmo2591	GW repeat-containing surface protein	0	5	0	17	48	3	73
2682489	-	Upstream	lmo2593	transcription regulators MerR family	24	41	20	7	42	26	160
2682993	-	Upstream	lmo2594	hypothetical protein	27	72	17	33	64	35	248
2684647	-	Upstream	lmo2596	30S ribosomal protein S9	0	8	2	2	0	0	12
2684664	-	Upstream	lmo2596	30S ribosomal protein S9	0	0	3	3	0	0	6
2684674	-	Middle	lmo2597	50S ribosomal protein L13	0	3	0	2	2	0	7
2684683	-	Middle	lmo2597	50S ribosomal protein L13	0	2	0	5	2	0	9
2685104	-	Upstream	lmo2597	50S ribosomal protein L13	2	4	0	0	0	0	6
2685170	-	Upstream	lmo2597	50S ribosomal protein L13	4	4	0	0	0	0	8
2685177	-	Upstream	lmo2597	50S ribosomal protein L13	15	15	8	4	6	2	50
2685233	-	Upstream	NA	NA	373	288	152	2530	573	169	4085
2688557	-	Upstream	lmo2601	cobalt transporter ATP-binding subunit	64	72	30	50	104	54	374
2689409	+	Upstream	lmo2603	hypothetical protein	6	5	3	0	0	0	14
2691488	-	Upstream	lmo2604	hypothetical protein	7	7	0	0	8	0	22
2693045	-	Upstream	lmo2606	DNA-directed RNA polymerase subunit alpha	5	3	0	2	8	0	18
2693565	-	Middle	lmo2608	30S ribosomal protein S13	2	4	3	3	0	0	12
2693954	-	Middle	lmo2609	50S ribosomal protein L36	2	3	0	0	0	0	5
2693960	-	Middle	lmo2609	50S ribosomal protein L36	5	0	2	0	0	2	9
2693966	-	Middle	lmo2609	50S ribosomal protein L36	5	6	0	3	0	0	14
2694384	-	Upstream	lmo2610	translation initiation factor IF-1	7	5	0	7	9	8	36
2694411	-	Upstream	lmo2610	translation initiation factor IF-1	13	7	9	10	4	6	49
2694426	-	Upstream	lmo2610	translation initiation factor IF-1	3	11	5	3	4	2	28
2694444	-	Upstream	lmo2610	translation initiation factor IF-1	4	11	5	6	9	9	44
2694547	-	Upstream	lmo2610	translation initiation factor IF-1	3	0	0	4	2	0	9
2694694	-	Intergenic	NA	NA	4	8	8	10	12	3	45
2694740	-	Intergenic	NA	NA	0	6	0	2	0	0	8
2696805	-	Middle	lmo2613	50S ribosomal protein L15	0	0	0	4	6	0	10
2696817	-	Middle	lmo2613	50S ribosomal protein L15	0	2	0	3	5	4	14
2697238	-	Upstream	lmo2613	50S ribosomal protein L15	7	2	0	6	2	2	19
2697251	-	Upstream	lmo2613	50S ribosomal protein L15	7	10	6	7	13	5	48
