Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	LOGFC_EGD_WT vs EGDe_280212.gr	STAT_EGD_WT vs EGDe_280212_TSTUDENTTILING.gr	CORR_EGD_WT vs EGDe_280212_ARRAYSCORR.gr	STAT_EGD_WT vs EGDe_280212_FDRBY.gr	STAT_EGD_WT vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0777	-0.1913301022996503	0.8486635823222073	-1.0818407611499996	5.102509250574645E-4	5.654315490072139	0.5047457263382267	1.0	+	802356	802739	384			hypothetical protein				GTG	 
lmo0778	0.35465461909485185	0.6914690819467475	0.07300126769000048	0.9428970529090491	0.2058376340235298	1.0	1.0	+	803201	803548	348			hypothetical protein				ATG	 
lmo0779	-0.702226664911139	0.46925420954162134	-1.549323760894	5.849733378978471E-8	2.2063015238677304	0.5000010257828388	0.5000838559279877	-	803745	804212	468			hypothetical protein				ATG	 
lmo0780	2.0743353645497393	0.010032478649406595	0.8405469527500005	0.1452019140207379	0.40521266093944835	1.0	1.0	+	804382	804729	348			hypothetical protein				ATG	 
lmo0781	-1.54387925600577	0.08135624192044233	-1.8095395008000004	1.2653593728207705E-6	1.17207320051798	0.5000181568135877	0.5018138926609386	-	804887	805765	879			PTS mannose transporter subunit IID				ATG	 
lmo0782	-0.8213866830374599	0.3024328635071126	-1.3756889442574998	9.020994162949336E-10	1.674837165816043	0.5000000213569209	0.5000012931595132	-	805784	806596	813			PTS mannose transporter subunit IIC				ATG	 
lmo0783	-0.8282221102107385	0.2988986682610667	-0.49821765634500004	0.0031117374324563926	0.601550779920896	0.525173221418324	1.0	-	806770	807255	486			PTS mannose transporter subunit IIB				ATG	 
lmo0784	0.16874814530616078	0.826464371177116	-0.291251139381	0.10572145222061502	-1.7259516473652572	1.0	1.0	-	807255	807689	435			PTS mannose transporter subunit IIB				ATG	 
lmo0785	-0.09706849079820934	0.9119594671929071	-0.18914693879700017	0.0072452559378633945	1.948592558116598	0.5545391003580832	1.0	-	807976	810792	2817			transcriptional regulator				ATG	 
lmo0786	-0.3892847357817608	0.6227077352766446	-0.2881271931249998	0.21238047864386067	0.7401451088144603	1.0	1.0	+	810985	811620	636			ACP phosphodiesterase				ATG	 
lmo0787	-0.45695695177455065	0.6125302876150023	-0.8912781913499992	6.838985104758616E-8	1.9504642349543029	0.5000011873460737	0.5000980368514767	+	811813	813189	1377			amino acid transporter				ATG	 
lmo0788	-0.30965274610598925	0.7000463297556229	-0.59572237151	3.858788693457392E-16	1.9238401047672078	0.5000000000000222	0.5000000000005531	+	813451	817878	4428			hypothetical protein				ATG	 
lmo0789	-0.5097707229678399	0.612809681388548	-1.003761373094	5.971296237198683E-5	1.9690447643799363	0.500647939262306	0.5855985315602431	-	817914	818762	849			hypothetical protein				ATG	 
lmo0790	-0.3936818290110402	0.6961778122011983	-0.663991255729	0.013366125653974366	1.6866190075295027	0.5953373411240698	1.0	-	818789	819265	477			transcriptional regulator				TTG	 
lmo0791	-0.15983636041564964	0.8636966525443849	0.23859625313000032	0.5797726978796014	-1.4927532916136101	1.0	1.0	+	819389	820039	651			hypothetical protein				ATG	 
lmo0792	-0.07150060166807926	0.9435936229723174	-0.8893142596599999	0.0024528308322128104	12.43785700976871	0.5202033583392774	1.0	+	820145	821035	891			hypothetical protein				ATG	 
lmo0793	-0.3410458746543412	0.7356670135406143	-0.9301456347719999	4.014590255409621E-10	2.7273329012254623	0.5000000100692282	0.5000005754915131	-	821070	821771	702			hypothetical protein				ATG	 
lmo0794	-1.2408296076097702	0.203453811177296	-1.0615826569449998	2.4368053912211407E-6	0.8555426550386264	0.5000332138553369	0.5034931605283155	-	821886	822527	642			hypothetical protein				ATG	 
lmo0795	-1.8845960696676194	0.05920120407646767	-1.9552584807800004	1.0015840777456222E-13	1.0374947248642217	0.5000000000039803	0.500000000143577	-	822611	823531	921			hypothetical protein				ATG	 
lmo0796	0.5782537055812611	0.46285619410548784	0.19963265385150009	0.5340716558046208	0.3452336784436672	1.0	1.0	-	823638	824168	531			hypothetical protein				ATG	 
lmo0797	-0.38633667028820007	0.680383084588513	-0.4422217970299993	0.2609075394633291	1.1446539535066913	1.0	1.0	+	824423	824884	462			hypothetical protein				ATG	 
lmo0798	-0.05706301571161987	0.9537844153663466	-0.7819756835845	4.292587294744009E-6	13.703721645844675	0.5000562531749443	0.5061534238870156	-	824936	826396	1461			lysine-specific permease				GTG	 
lmo0799	-2.280388568804481	0.01748582602060611	-2.7298468597600003	6.7025148092991164E-37	1.1970972390863863	0.5	0.5	-	826752	827513	762			hypothetical protein				ATG	 
lmo0800	-1.5963742373440395	0.11137474407553472	-2.145659878739999	4.644512810360236E-6	1.344083253504411	0.500060412293165	0.5066579091136514	+	827666	828016	351			hypothetical protein				ATG	 
lmo0801	0.27412851529196125	0.6157250731290398	-0.3493204026899983	0.1640522979926895	-1.2742942933826267	1.0	1.0	+	828168	830108	1941			internalin				ATG	 
lmo0802	-0.33124488547647957	0.7424478431432163	-0.3798291323499994	0.18153008292295936	1.1466716891451283	1.0	1.0	+	830259	830897	639			hypothetical protein				ATG	 
lmo0803	-0.36481936497055045	0.7107625279302145	-0.7210350125199998	1.808844663032361E-7	1.976416500199227	0.5000029093193513	0.5002592978824457	+	831025	833073	2049			Na+/H+ antiporter				TTG	 
lmo0804	-4.59575822409098	0.0	-4.514984775192	8.024149860562251E-12	0.9824243476352683	2.4553523268679783E-10	1.1502618825115987E-8	-	833117	833587	471			hypothetical protein				ATG	 
lmo0805	-5.4995854372955595	0.0	-5.4634889561645	2.706123181558528E-17	0.9934365087073164	1.8504157240397798E-15	3.87922758076415E-14	-	833615	834076	462			hypothetical protein				ATG	 
lmo0806	0.3789094380726201	0.6342176646938305	0.021655823950000208	0.9617670104148386	0.0571530338757351	1.0	1.0	+	834287	834829	543			transcriptional regulator				ATG	 
lmo0807	-0.5755160896592288	0.3495759698250298	-0.42747017041999946	0.05942472156438192	0.7427597214060697	0.8649510658917641	1.0	+	834845	835939	1095			spermidine/putrescine ABC transporter ATP-binding protein				GTG	 
lmo0808	0.43285894108097	0.6328792824340532	0.054189956195000555	0.5117661567273175	0.12519079786055257	1.0	1.0	+	835939	836748	810			spermidine/putrescine ABC transporter permease				ATG	 
lmo0809	0.427179184007751	0.6719755386915394	0.1367062302000006	0.7804044588105632	0.32002081402337273	1.0	1.0	+	836745	837551	807			spermidine/putrescine ABC transporter permease				ATG	 
lmo0810	0.4925136561427301	0.6210570895674179	0.31667463778000027	0.4815099121908001	0.6429763598031649	1.0	1.0	+	837548	838621	1074			spermidine/putrescine ABC transporter substrate-binding protein				ATG	 
lmo0811	-1.5838011146090905	0.11426666068041447	-1.1818985503099997	1.7994077462735567E-6	0.7462417720306459	0.5000251995585442	0.5025794510042831	+	838751	839452	702			carbonic anhydrase				ATG	 
lmo0812	-0.9763595788852202	0.3325635152685684	-1.1703250376099994	1.5484548312411452E-5	1.1986619099351117	0.5001852668371238	0.5221971000058419	+	839520	840062	543			hypothetical protein				ATG	 
lmo0813	0.3773523683091611	0.6412948215035972	-0.2976860751399997	0.0023229363726893237	-0.7888808979094797	0.5191901518323532	1.0	+	840200	841072	873			fructokinase				ATG	 
lmo0814	0.40792045066986127	0.6202938394984203	-0.1115868665749995	0.3916429522852164	-0.27355055720241184	1.0	1.0	+	841157	842086	930			oxidoreductase				ATG	 
lmo0815	1.78646094120427	0.06948579351318607	0.49103353476999967	0.9629080646280905	0.2748638514531358	1.0	1.0	+	842313	842765	453			transcriptional regulator				ATG	 
lmo0816	-0.3370779879628891	0.6994767519450991	-0.7990531297999999	0.007050574014754697	2.3705289527477906	0.5532373268759762	1.0	+	842781	843287	507			regulatory protein PaiA				ATG	 
lmo0817	-2.435959310328861	0.011096259190106816	-2.531433368749	1.203641523353141E-8	1.039193617896372	0.500000237618501	0.5000172542012372	-	843311	843724	414			PhnB protein				ATG	 
lmo0818	-0.21812993148848037	0.8272830946350815	-0.5997974678100002	9.804286763286762E-8	2.749725650749017	0.5000016597874927	0.5001405444507517	+	843949	846579	2631			cation-transporting ATPase				ATG	 
lmo0819	0.6688650186041301	0.49408327574127897	0.7449489348800007	3.651798617961823E-5	1.1137507780488385	0.5004096914012629	0.5523485331884828	+	846594	847442	849			hypothetical protein				ATG	 
lmo0820	1.9762415650003016	0.04788190151180327	1.9551740848000008	7.859366902456666E-12	0.9893396229623894	0.5000000002417014	0.5000000112664025	+	847552	848109	558			acetyltransferase				TTG	 
lmo0821	1.0901983960441122	0.2640201092266077	1.0297086130900004	6.402555558359096E-6	0.9445148853881966	0.5000811243086913	0.5091780633929077	+	848126	848788	663			hypothetical protein				ATG	 
lmo0822	-1.5598747238682114	0.11991800325879831	-1.7996976018390005	2.422206138909225E-8	1.1537449606055998	0.500000455412442	0.5000347223250012	-	848804	849193	390			transcriptional regulator				GTG	 
lmo0823	-0.8490485881661503	0.3407730612537002	-1.2452912077099993	6.129046840586773E-8	1.4666901577443157	0.5000010701624346	0.5000878598864598	+	849314	850138	825			oxidoreductase				TTG	 
lmo0824	0.5373699869642108	0.5959512439210735	-0.1425002627499996	0.026329244228748664	-0.26518091111681347	0.6766803856831178	1.0	+	850216	851184	969			hypothetical protein				ATG	 
lmo0825	0.39715193575142926	0.6944744488466199	-7.483416699995971E-4	0.9236410456536234	-0.0018842704834956957	1.0	1.0	+	851225	852505	1281			3-hydroxy-3-methylglutaryl-CoA reductase				ATG	 
lmo0826	-0.09848260670596964	0.9181229858035262	-0.18859725415999962	0.0015679628914416408	1.9150310950143399	0.5134677701367755	1.0	+	852704	854338	1635			transporter				ATG	 
lmo0827			-0.013877336129999751	0.7768408714235424	1.3877336129999752E-8	0.7768408714235424	0.7768408714235424	+	854443	854748	306			transposase				ATG	 
lmo0828			-0.9978866890799996	6.864749253766683E-5	9.978866890799996E-7	0.0014740920448590162	0.1968123611054908	+	854745	855581	837			transposase				GTG	 
lmo0829	-0.6528178560715396	0.41398243280815994	-0.9943801115399991	1.6190126692799035E-30	1.5232121828343939	0.5	0.5	+	855759	859406	3648	nifJ		pyruvate-flavodoxin oxidoreductase				ATG	 
lmo0830	-0.11824294132660906	0.9070328851324827	-0.45455890695750023	0.006286574828997149	3.8442794289252644	0.5480015594304574	1.0	-	859656	861617	1962	fbp		fructose-1,6-bisphosphatase				GTG	 
lmo0831	-1.1630925681940791	0.24766342166855915	-1.563023979774	2.623678336240747E-10	1.3438517470719376	0.5000000067464984	0.5000003761042895	-	861731	862642	912			hypothetical protein				ATG	 
lmo0832	0.131868981890241	0.6560975380196941	-0.326714408825	0.9324471709119524	-2.4775682965152144	1.0	1.0	+	863322	863606	285			transposase				ATG	 
lmo0833	2.6891624113570805	0.003949124876241772	1.7777605012900008	1.3634571245518804E-4	0.6610833521181257	0.28642354837366996	0.695451578804512	+	863798	864688	891			transcriptional regulator				ATG	 
lmo0834	0.027520322899480476	0.9443633641933344	-0.8689828094899994	0.01670407169507835	-31.576039738487367	0.6170989189140088	1.0	+	864824	865537	714			hypothetical protein				ATA	 
lmo0835	0.007810932541950422	0.9892179882269243	-0.7519683098099996	2.2586969730721622E-4	-96.27125900414319	0.5022403588635587	0.8237842110898945	+	865530	866534	1005			peptidoglycan binding protein				GTG	 
lmo0836	-1.2716549804530697	0.2039513130879721	-2.1228443977469995	4.7847670341671736E-5	1.6693556274129207	0.5005280852419103	0.5685896354347865	-	866577	866990	414			phosphate-starvation-inducible protein PsiE				ATG	 
lmo0837	-0.45852630392263016	0.637068363184074	-1.0557697934299997	2.609698986479533E-16	2.3025283051332774	0.5000000000000154	0.5000000000003741	+	867163	868800	1638			hypothetical protein				TTG	 
lmo0838	4.7770309258899	3.7673204555943585E-8	3.59853566481	1.4886844616386308E-19	0.7532996375022711	9.13605683148608E-6	5.355246027648721E-5	+	869095	870480	1386	uhpT		sugar:phosphate antiporter				ATG	 
lmo0839	1.1264457692026602	0.1222089030717377	-0.19151017848549978	0.10086614717836251	-0.17001278154833654	1.0	1.0	-	870587	871807	1221			tetracycline resistance protein				ATG	 
lmo0840	-0.141107534166661	0.8803911931951345	0.2698558270675	0.33543259840690365	-1.9124126054727553	1.0	1.0	-	871940	872410	471			hypothetical protein				ATG	 
lmo0841	-0.5183720953013804	0.6051833111845464	-1.0663059812699998	2.021300388559941E-15	2.057028128896583	0.5000000000001035	0.5000000000028976	+	872616	875258	2643			calcium-transporting ATPase				TTG	 
lmo0842	0.5424474330784292	0.5522702176485021	0.1444957246299996	0.45291220937316035	0.26637737745384044	1.0	1.0	+	875721	881855	6135			peptidoglycan binding protein				ATG	 
lmo0843	0.13977284512147037	0.8812947314635324	-0.6886988278400006	0.23861744684417285	-4.927272012253045	1.0	1.0	-	881992	882249	258			hypothetical protein				ATG	 
lmo0844	-0.49647694769726947	0.618932779050964	-0.7425434919349998	3.814756670613225E-4	1.4956253162992197	0.5036251481331377	1.0	+	882328	882705	378			hypothetical protein				ATG	 
lmo0845	-0.4869825738116802	0.6172522499518336	-0.9695936791049995	5.36826940680243E-6	1.9910233573983052	0.5000689942450149	0.5076954141946513	+	882962	884065	1104			hypothetical protein				ATG	 
lmo0846	-0.5155520194297596	0.6096231324399292	-0.4457237845499993	0.38620020958863754	0.864556374045444	1.0	1.0	+	884170	885270	1101			excinuclease ABC subunit C				TTG	 
lmo0847	0.6063618034544493	0.539690983031675	1.3566242293050004	5.41574096752764E-8	2.237318085631876	0.5000009551535479	0.5000776346467695	+	885440	886882	1443			glutamine ABC transporter				ATG	 
lmo0848	1.0461037834083111	0.22752644115947995	0.5099782734000002	0.2150776070310303	0.48750256092033223	1.0	1.0	+	886875	887603	729			amino acid ABC transporter ATP-binding protein				ATG	 
lmo0849	0.5503132094833294	0.24437720076320435	-0.43619596182749953	0.02886316019711069	-0.7926321852914076	0.6917913576952334	1.0	-	887652	889502	1851			amidase				ATG	 
lmo0850	-0.04149092826886047	0.967171092713585	-0.10522099720999956	0.6628808697876353	2.5360000752012435	1.0	1.0	+	890069	890215	147			hypothetical protein				TTG	 
lmo0851	-0.8592697441136199	0.3163059128599848	-1.19413351775	0.0014002504571266154	1.389707395064642	0.5121207946434215	1.0	+	890439	891197	759			hypothetical protein				ATG	 
lmo0852	-0.5887990107692396	0.5566797748412866	-1.1064166854549997	3.833430060193616E-6	1.879107582075445	0.5000507797259196	0.5054952219912876	+	891277	891831	555			TetR family transcriptional regulator				ATG	 
lmo0853	-0.6696081510348391	0.46771655202694107	-1.0156436280949994	2.7170992044009527E-5	1.5167730956162695	0.5003093654504783	0.5389496170950877	+	891848	892189	342			SugE protein				TTG	 
lmo0854	-0.33382339373348024	0.7296725242304685	-0.7246177207149995	6.117113484860194E-4	2.1706618958332315	0.5055791598076673	1.0	+	892192	892512	321			SugE protein				ATG	 
lmo0855	-0.6340915104019391	0.45035837128483924	-0.8060642426799998	7.520024158814504E-9	1.2712112202370447	0.500000153919212	0.5000107799546316	+	892662	893774	1113	ddl		D-alanyl-alanine synthetase A				ATG	 
lmo0856	-0.14698117410335954	0.8586345088947133	-0.29821906400999953	8.857073405364993E-4	2.0289609593150146	0.5078900233939939	1.0	+	893838	895211	1374	murF		UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diamino pimelate-D-alanyl-D-alanyl ligase				TTG	 
lmo0857	-0.47164784316924013	0.5594551395789165	-0.8556176285899999	0.0019795547035704156	1.8141027060373536	0.5165954652203125	1.0	+	895278	895991	714			carboxylesterase				ATG	 
lmo0858	-1.0114321553086993	0.3153157997318701	-1.3642142817940002	2.4562877684791476E-8	1.348794651854457	0.5000004611120052	0.5000352108851611	-	896003	897028	1026			LacI family transcriptional regulator				ATG	 
lmo0859	0.9645636912831206	0.19381949447735014	0.33265558711500054	0.033262626281775946	0.34487674595389556	0.7188861949814935	1.0	+	897273	898592	1320			sugar ABC transporter substrate-binding protein				ATG	 
lmo0860	0.7273538184144206	0.32654532042299245	0.19433093005000046	0.4949377057968838	0.267175238694186	1.0	1.0	+	898589	899467	879			sugar ABC transporter permease				ATG	 
lmo0861	0.66407684121471	0.3887848681682673	-0.39715267780999985	0.06575457817004327	-0.5980522932911495	0.9006091264002971	1.0	+	899454	900287	834			sugar ABC transporter permease				ATG	 
lmo0862	0.9420628118209304	0.3007727209876321	-0.07454451795999972	0.6897906186880882	-0.079129031551422	1.0	1.0	+	900303	901835	1533			oligo-1,6-glucosidase				TTG	 
lmo0863	0.6452275502794889	0.46806808185522053	0.16538974605000067	0.5521320186771694	0.2563277807625541	1.0	1.0	+	901837	902751	915			hypothetical protein				ATG	 
lmo0864	0.4493795815489108	0.651445864250279	-0.05628699024000028	0.7766552600759155	-0.12525489041133472	1.0	1.0	+	902773	903840	1068			hypothetical protein				ATG	 
lmo0865	0.3616876482573099	0.7203645249662878	-0.5321235613399995	6.955953872353775E-7	-1.47122403516926	0.500010395552384	0.5009971359876019	+	903837	905510	1674			phosphomannomutase				ATG	 
lmo0866	0.29106305096423846	0.6305446073717547	-0.3256265769199995	0.009935137825125484	-1.1187492738815814	0.5730355725158623	1.0	+	905962	907524	1563			ATP-dependent RNA helicase				TTG	 
lmo0866a			-2.606483108985	5.718080396313329E-5	2.606483108985E-6	0.001244235275896988	0.16393736496230313	+	907654	907830	177			hypothetical protein				ATG	 
lmo0867	0.37213743944905	0.7020536990395283	0.07042801225999984	0.5088695522353969	0.18925269213511173	1.0	1.0	+	907979	908467	489			hypothetical protein				ATG	 
lmo0868	-0.39599016513301954	0.6936703898339163	-1.1714848761714998	1.1392968519447575E-5	2.958368614478036	0.5001394478031954	0.5163318203726281	-	908499	909056	558			hypothetical protein				ATG	 
