Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	FC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	STAT_EGD_WT vs EGDe_280212_FDRBH.ge	STAT_EGD_WT vs EGDe_280212_FDRBY.ge	STAT_EGD_WT vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1000	-0.22180145216549985	-1.1661888644836569	0.8238945597321409	1.0	1.0	1.0	-	1030757	1032229	1473			phytoene dehydrogenase				TTG	 
lmo1001	-0.018495584473919635	-1.0129026928187825	0.9854057659780588	1.0	1.0	1.0	-	1032333	1032617	285			hypothetical protein				ATG	 
lmo1002	-0.3820250866347603	-1.3031698096344413	0.4439772396671112	0.9329100461002195	1.0	1.0	+	1032924	1033190	267	ptsH		phosphocarrier protein HPr				ATG	 
lmo1003	-0.5157017879091601	-1.4296894320483295	0.4231021465100392	0.9255162093292414	1.0	1.0	+	1033190	1034908	1719			phosphotransferase system enzyme I				ATG	 
lmo1004	-0.35216701881885015	-1.2764765362067567	0.7115594655500046	0.9877751760540348	1.0	1.0	+	1035021	1036055	1035			hypothetical protein				TTG	 
lmo1005	-0.5553657656348197	-1.469541157968602	0.535892877157264	0.9648912485499992	1.0	1.0	+	1036068	1036928	861			3-hydroxyisobutyrate dehydrogenase				ATG	 
lmo1006	-0.6589661755325285	-1.5789507539389356	0.4574819377919487	0.9387767804852817	1.0	1.0	-	1036971	1038116	1146			aminotransferase				ATG	 
lmo1007	-1.1100558717498696	-2.1585400659179395	0.07969857365329636	0.5057657252150035	1.0	1.0	+	1038336	1038557	222			hypothetical protein				ATG	 
lmo1008	-0.44912724929353764	-1.3652141278590135	0.5749644382481888	0.9749628183490315	1.0	1.0	+	1038863	1039096	234			hypothetical protein				ATG	 
lmo1009	0.49448046246047994	1.408813327588011	0.6129238513296036	0.9846360870178325	1.0	1.0	+	1039297	1039749	453			hypothetical protein				ATG	 
lmo1010	1.1302104012273997	2.1889066072337884	0.19466850900239052	0.7359608658162184	1.0	1.0	+	1039746	1040624	879			LysR family transcriptional regulator				ATG	 
lmo1011	-0.5480980451163902	-1.462156812756099	0.495580268623494	0.9511707282541602	1.0	1.0	+	1040672	1041382	711			tetrahydrodipicolinate succinylase				ATG	 
lmo1012	-0.667070543143689	-1.587845500499097	0.4089494468054208	0.9161885557665966	1.0	1.0	+	1041446	1042561	1116			N-acyl-L-amino acid amidohydrolase				GTG	 
lmo1013	-0.029576658649389742	-1.0207125660435497	0.969766511454171	1.0	1.0	1.0	-	1042605	1043450	846			hypothetical protein				ATG	 
lmo1014	-1.4686459637899887	-2.767620176982528	0.1255449572687547	0.6148912218802013	1.0	1.0	+	1043821	1045014	1194	gbuA		glycine/betaine ABC transporter ATP-binding protein				TTG	 
lmo1015	-0.6253648196282899	-1.5426008592731224	0.45723475800849966	0.9390766419801516	1.0	1.0	+	1045007	1045855	849	gbuB		glycine/betaine ABC transporter permease				ATG	 
lmo1016	-1.3771039582351197	-2.5974643677325666	0.13985390821311394	0.6465116439835495	1.0	1.0	+	1045869	1046771	903	gbuC		glycine/betaine ABC transporter substrate-binding protein				TTG	 
lmo1017	-0.9887760221535089	-1.9845006324999404	0.290984594177224	0.8390154170850384	1.0	1.0	+	1046886	1047377	492			PTS glucose transporter subunit IIA				ATG	 
lmo1018	-0.8619666833701798	-1.8175142599593979	0.39099987804539593	0.9074921080767627	1.0	1.0	+	1047490	1048185	696			copper homeostasis protein CutC				ATG	 
lmo1019	0.6702523693579394	1.591351316831253	0.48899173340062996	0.9521941767520486	1.0	1.0	+	1048266	1049138	873			hypothetical protein				GTG	 
lmo1020	0.6217628045153489	1.53875421065716	0.45883869131452104	0.9354719489225651	1.0	1.0	+	1049273	1049986	714			hypothetical protein				TTG	 
lmo1021	0.9726904991162204	1.962497068705091	0.24149733545349372	0.8115566485748021	1.0	1.0	+	1049983	1051041	1059			two-component sensor histidine kinase				ATG	 
lmo1022	0.7907687226037403	1.729996024530454	0.36029023017412953	0.8948503921157582	1.0	1.0	+	1051038	1051676	639			two-component response regulator				ATG	 
lmo1023	0.2759155840677092	1.2107622369521263	0.7490557920753489	0.9909109856910795	1.0	1.0	+	1051695	1052354	660			potassium transporter				ATG	 
lmo1024	-0.00982436138226106	-1.0068329673136067	0.9922147949838674	1.0	1.0	1.0	+	1052509	1053429	921			hypothetical protein				ATG	 
lmo1025	-1.2196520301873797	-2.328905386498052	0.22560113707457585	0.7889102493272068	1.0	1.0	+	1053426	1054277	852			hypothetical protein				ATG	 
lmo1026	-0.04263529345018924	-1.0299935431622125	0.9577867949869624	1.0	1.0	1.0	-	1054319	1055284	966			LytR protein				ATG	 
lmo1027	0.10960250692260942	1.07893092719867	0.854185752784175	1.0	1.0	1.0	-	1055393	1057060	1668			hypothetical protein				ATG	 
lmo1028	0.1689374165219597	1.1242301541098765	0.8239287889371429	1.0	1.0	1.0	-	1057067	1057276	210			hypothetical protein				ATG	 
lmo1029	-0.3620538068883903	-1.2852542715383082	0.6552584254888163	0.9815673599367445	1.0	1.0	+	1057761	1058531	771			hypothetical protein				ATG	 
lmo1030	0.15356918677673992	1.1123179139797197	0.8795515565424239	1.0	1.0	1.0	-	1058580	1059608	1029			LacI family transcriptional regulator				ATG	 
lmo1031	0.8903360240378504	1.8536078049268712	0.26253430009769274	0.821491188602916	1.0	1.0	+	1059872	1061275	1404			hypothetical protein				ATG	 
lmo1032	1.149888785637149	2.2189678819192507	0.21566966814747834	0.7693210370681065	1.0	1.0	+	1061291	1062115	825			transketolase				ATG	 
lmo1033	0.8889047969086796	1.8517698431856304	0.3633105645530543	0.8920679945739945	1.0	1.0	+	1062108	1063064	957			transketolase				ATG	 
lmo1034	1.2449318686673498	2.3700736124164106	0.14091839618602497	0.6472229408026963	1.0	1.0	+	1063061	1064524	1464			glycerol kinase				ATG	 
lmo1035	1.11829034949948	2.1708956032598152	0.2537076243779701	0.8187182475670478	1.0	1.0	+	1064521	1066377	1857			PTS beta-glucoside transporter subunit IIABC				ATG	 
lmo1036	0.2926565236877101	1.2248936749452128	0.7721320542600731	0.9941899593575128	1.0	1.0	+	1066397	1067662	1266			hypothetical protein				ATG	 
lmo1037	-1.6722522897178997	-3.187117680132401	0.042500680861429885	0.3648802190160294	1.0	1.0	-	1067723	1068526	804			hypothetical protein				ATG	 
lmo1038	-1.57980963551468	-2.989304030766192	0.10615672068897408	0.5837592977151902	1.0	1.0	-	1068594	1069175	582			hypothetical protein				TTG	 
lmo1039	-0.6619443746407807	-1.5822135964799124	0.48345029677825924	0.9504304292416061	1.0	1.0	-	1069156	1069818	663			ABC transporter ATP-binding protein				ATG	 
lmo1040	-0.7131754739432203	-1.6394086032190938	0.451627751911847	0.9331118618671531	1.0	1.0	-	1069821	1070492	672			molybdenum ABC transporter permease				ATG	 
lmo1041	0.3904690583986907	1.3108195167545378	0.6930564516635367	0.9875669971946847	1.0	1.0	+	1070597	1071367	771			molybdate ABC transporter substrate-binding protein				ATG	 
lmo1042	0.4146853919301199	1.3330079567529831	0.6814312579184592	0.9849735144892716	1.0	1.0	+	1071462	1072685	1224			molybdopterin biosynthesis protein MoeA				ATG	 
lmo1043	1.080775438935131	2.1151726668030455	0.2853460778732404	0.8374773710395491	1.0	1.0	+	1072664	1073149	486			molybdopterin-guanine dinucleotide biosynthesis MobB				ATG	 
lmo1044	0.861243279281581	1.8166031404031928	0.3948284753658744	0.9086805192071018	1.0	1.0	+	1073146	1073568	423			molybdopterin converting factor subunit 2				ATG	 
lmo1045	0.7883896075573809	1.727145479102754	0.4356991712845679	0.9302988961319546	1.0	1.0	+	1073552	1073800	249			molybdopterin converting factor subunit 1				ATG	 
lmo1046	0.47333591166800115	1.388315931627779	0.6386088182978771	0.9771608559853953	1.0	1.0	+	1073813	1074295	483	moaC		molybdenum cofactor biosynthesis protein MoaC				ATG	 
lmo1047	0.3254476417285108	1.253053177659102	0.7401171296791902	0.9915250294759134	1.0	1.0	+	1074324	1075325	1002	moaA		molybdenum cofactor biosynthesis protein A				ATG	 
lmo1048	-0.1741397817912098	-1.1282914515911375	0.8630889654619058	1.0	1.0	1.0	-	1075360	1075848	489			molybdenum cofactor biosynthesis protein B				ATG	 
lmo1049	-0.1752606290245211	-1.1291683754740418	0.8534816606984559	1.0	1.0	1.0	-	1075860	1076858	999			molybdopterin biosynthesis protein MoeB				TTG	 
lmo1050	-1.719908329015821	-3.2941547469381636	0.08476070231231536	0.5236673709259945	1.0	1.0	+	1076989	1077543	555			hypothetical protein				ATG	 
lmo1051	-0.6870833579668911	-1.6100252987535062	0.39542959341296924	0.9088167615788775	1.0	1.0	-	1077592	1078143	552	def		peptide deformylase				ATG	 
lmo1052	1.0441799070849598	2.0621937814279114	0.08329481457800414	0.5204552919676171	1.0	1.0	+	1078977	1080092	1116	pdhA		pyruvate dehydrogenase subunit E1 alpha				ATG	 
lmo1053	1.1363275610227621	2.198207477108296	0.045927176577343465	0.38074575826962737	1.0	1.0	+	1080095	1081072	978	PdhB		pyruvate dehydrogenase subunit E1 beta				ATG	 
lmo1054	0.8804548286419625	1.8409555953073897	0.10495359769966828	0.5785505986519943	1.0	1.0	+	1081183	1082817	1635	pdhC		dihydrolipoamide acetyltransferase				ATG	 
lmo1055	0.3531180253725612	1.277318250991476	0.5098721615295463	0.9587080391722884	1.0	1.0	+	1082822	1084225	1404	PdhD		dihydrolipoamide dehydrogenase				ATG	 
lmo1056	0.5506810582154404	1.4647770152881767	0.5616913541615673	0.9738032869525964	1.0	1.0	+	1084413	1084724	312			hypothetical protein				ATG	 
lmo1057	-0.34662536424994883	-1.2715827621621567	0.7292044336189198	0.991452991285791	1.0	1.0	+	1084853	1085806	954			L-lactate dehydrogenase				ATG	 
lmo1058	0.48719165827652056	1.4017136507179049	0.6233689083648428	0.9813055406872914	1.0	1.0	+	1085806	1086078	273			hypothetical protein				ATG	 
lmo1059	-0.5919581574501098	-1.507291192889401	0.5034087524177706	0.956039467684517	1.0	1.0	+	1086100	1086630	531			hypothetical protein				ATG	 
lmo1060	1.6727011949347697	3.188109529639399	0.07946967566393548	0.5061076095427639	1.0	1.0	+	1086772	1087434	663			transcriptional regulator				ATG	 
lmo1061	1.9263356534994802	3.80088573236163	0.04790176197450169	0.38470256862572966	1.0	1.0	+	1087409	1088854	1446			two-component sensor histidine kinase				GTG	 
lmo1062	0.5148421454789718	1.4288377928771796	0.32687454882991496	0.8642635344442758	1.0	1.0	+	1088941	1090362	1422			ABC transporters permease				ATG	 
lmo1063	0.4332551009022998	1.3502767232819857	0.07844578847828654	0.5036000830549296	1.0	1.0	+	1090375	1091043	669			ABC transporter ATP binding protein				ATG	 
lmo1064	-0.49295561110460984	-1.4073250740283363	0.624612767478677	0.981064153673197	1.0	1.0	-	1091110	1092054	945			transporter				ATG	 
lmo1065	-0.9997983256100813	-1.9997204394708168	0.32097919981112644	0.8674371340903351	1.0	1.0	-	1092255	1092869	615			hypothetical protein				ATG	 
lmo1066	-0.08211957718833851	-1.0585721305571532	0.9194395607284663	0.9992227336204242	1.0	1.0	+	1093000	1093773	774			myo-inositol-1(or 4)-monophosphatase				ATG	 
lmo1067	0.1930504356644107	1.1431782994727089	0.793422623799344	0.9952586180828904	1.0	1.0	+	1093965	1095803	1839			GTP-binding elongation factor				TTG	 
lmo1068	-0.03948721900063923	-1.0277484663130416	0.9638563053146653	1.0	1.0	1.0	+	1095975	1096835	861			hypothetical protein				ATG	 
lmo1069	-1.2098289151276003	-2.313102047720043	0.18036232763291338	0.706294900083158	1.0	1.0	-	1096874	1097116	243			hypothetical protein				TTG	 
lmo1070	-0.21799579833928995	-1.1631166541177116	0.7864469959475974	0.9937194708795641	1.0	1.0	+	1097322	1097603	282			hypothetical protein				ATG	 
lmo1071	-0.7056223589069486	-1.630848038617968	0.406979736288944	0.9174273459464934	1.0	1.0	+	1097786	1098988	1203			cell division protein FtsW				ATG	 
lmo1072	0.39362361475870955	1.313688853668637	0.6223047826738037	0.9837195533894085	1.0	1.0	+	1099266	1102706	3441	pycA		pyruvate carboxylase				ATG	 
lmo1073	2.27692914781624	4.846452621783246	0.020707396969562808	0.22299670297146615	1.0	1.0	+	1102858	1103757	900			metal ABC transporter substrate-binding protein				ATG	 
lmo1074	1.6850792487516104	3.2155805933356207	0.07544798044883261	0.5101253512432828	1.0	1.0	+	1104048	1104851	804			teichoic acid translocation permease TagG				GTG	 
lmo1075	1.3235505219202608	2.502813033253814	0.14972835804550444	0.6661623191289032	1.0	1.0	+	1104863	1105864	1002			teichoic acid ABC transporter ATP-binding protein				ATG	 
lmo1076	0.8287563086533485	1.7761535491977665	0.324089257523668	0.8659640593419062	1.0	1.0	+	1106041	1107759	1719			autolysin				ATG	 
lmo1077	-0.1645468486341901	-1.1208139744010166	0.8393199775558573	1.0	1.0	1.0	+	1107975	1109663	1689			teichoic acid biosynthesis protein B				ATG	 
lmo1078	-0.5116793048912509	-1.4257087628901934	0.5546719316875388	0.9713817010303432	1.0	1.0	-	1109705	1110577	873			UDP-glucose pyrophosphorylase				ATG	 
lmo1079	0.6769345068018389	1.5987390820176781	0.4789803837751352	0.9476278573922822	1.0	1.0	+	1110769	1113627	2859			hypothetical protein				ATG	 
lmo1080	1.8436425854136917	3.589150912993548	0.0332166084272556	0.31583551089862094	1.0	1.0	+	1113759	1115630	1872			teichoic acid biosynthesis protein GgaB				ATG	 
lmo1081	1.7121423604374506	3.276470086861436	0.04160288147258662	0.36433657001722536	1.0	1.0	+	1115647	1116513	867			glucose-1-phosphate thymidyl transferase				ATG	 
lmo1082	1.8591601984532211	3.6279641465187815	0.02348426292349859	0.2472805907092833	1.0	1.0	+	1116532	1117092	561			dTDP-sugar epimerase				ATG	 
lmo1083	2.0600732833919615	4.170074861843439	0.013570199206286215	0.16550002873394687	1.0	1.0	+	1117093	1118079	987			dTDP-D-glucose 4,6-dehydratase				ATG	 
lmo1084	0.8518976336264501	1.80487338565666	0.30793728951743704	0.857459073553451	1.0	1.0	+	1118082	1118912	831			DTDP-L-rhamnose synthetase				ATG	 
lmo1085	1.3350142674327214	2.522779766394969	0.18566895403617667	0.7197979707019435	1.0	1.0	+	1118932	1121022	2091			teichoic acid biosynthesis protein B				ATG	 
lmo1086	1.4523760330526105	2.7365837951607452	0.07681110445390704	0.5054953008390225	1.0	1.0	+	1121098	1121808	711	ispD		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase				ATG	 
lmo1087	0.01958772661670949	1.0136697659073992	0.9805893275472837	1.0	1.0	1.0	+	1121805	1122830	1026			glucitol dehydrogenase				ATG	 
lmo1088	1.58529829625959	3.000698348461281	0.09301840950843632	0.5452604912009988	1.0	1.0	+	1122918	1124078	1161	tagB		teichoic acid biosynthesis protein B				ATG	 
lmo1089	1.8787383652834198	3.6775331984594914	0.06134093885127312	0.4519784579741416	1.0	1.0	+	1124079	1124462	384	tagD		glycerol-3-phosphate cytidylyltransferase				ATG	 
lmo1090	1.9750419112377005	3.931396602173343	0.04480305743676505	0.3759000836358545	1.0	1.0	+	1124484	1125467	984			glycosyltransferase				TTG	 
lmo1091	1.33553464699619	2.523689896248196	0.17176237015288232	0.6950049107254929	1.0	1.0	+	1125482	1126495	1014			glysosyltransferase				TTG	 
lmo1092	-0.28271645171062154	-1.2164832466716238	0.7442064544794902	0.9891439691842874	1.0	1.0	+	1126704	1128194	1491			nicotinate phosphoribosyltransferase				ATG	 
lmo1093	-1.09695519236136	-2.1390277401983764	0.21224188944794797	0.7676891751914963	1.0	1.0	+	1128206	1129030	825	nadE		NAD synthetase				ATG	 
lmo1094	-4.84299148757403	-28.700251766750814	1.0897713065283199E-8	7.041408691954576E-7	6.006326287480522E-6	3.0982198244600134E-5	+	1129043	1129351	309			hypothetical protein				ATG	 
lmo1095	-3.7073677546369987	-13.062578070883074	4.6293530479024625E-6	1.7548334286915601E-4	0.001496874079322037	0.0131612507151867	+	1129412	1129816	405			PTS cellbiose transporter subunit IIB				ATG	 
lmo1096	-0.5575548771853391	-1.4717726978011576	0.4881005156814714	0.9515921934137417	1.0	1.0	+	1129945	1131501	1557	guaA		GMP synthase				TTG	 
lmo1097	-5.253729921849721	-38.153140828913514	0.0	0.0	0.0	0.0	-	1131558	1132760	1203			integrase				ATG	 
lmo1098	0.2400080556968991	1.180999255855388	0.006217894313904626	0.09207017465849401	0.7853592008884395	1.0	-	1133466	1133696	231			hypothetical protein				ATG	 
lmo1099	0.11235134719011075	1.0809886288909418	1.0	1.0	1.0	1.0	-	1133698	1134117	420			hypothetical protein				ATG	 
lmo1100	-1.3460561967193305	-2.5421624005116614	0.11467407471636726	0.593840426992044	1.0	1.0	-	1134472	1136595	2124	cadA		cadmium resistance protein				ATG	 
lmo1101	-0.9275359051696501	-1.9020245995111003	3.055431646092899E-5	9.984588700967946E-4	0.008516860788499116	0.08686592169842111	+	1136900	1137400	501			lipoprotein signal peptidase				ATG	 
lmo1102	-0.385018910598129	-1.3058769041862899	0.2953897420594328	0.8454563236622991	1.0	1.0	-	1137533	1137868	336			cadmium efflux system accessory protein				GTG	 
lmo1103	0.7504515630068296	1.682319313422934	0.15545788584485365	0.6768250680810397	1.0	1.0	-	1137997	1138914	918			hypothetical protein				ATG	 
lmo1104	0.27154780937486134	1.2071021845276273	0.545320740707683	0.965346740866714	1.0	1.0	-	1138930	1139940	1011			P60 protein				ATG	 
lmo1105	0.10866389305857016	1.0782292056709528	0.8576493390422493	1.0	1.0	1.0	-	1139940	1142099	2160			hypothetical protein				ATG	 
lmo1106	-0.0850451946445796	-1.060720969566129	0.837750684282172	1.0	1.0	1.0	-	1142099	1144549	2451			hypothetical protein				ATG	 
lmo1107	0.04384474457878973	1.0308573772556828	0.7863296287796211	0.9949298574716386	1.0	1.0	-	1144533	1144928	396			hypothetical protein				ATG	 
lmo1108	0.2402205193333593	1.1811731927350617	0.5000193441266436	0.952328443961807	1.0	1.0	-	1145211	1145711	501			hypothetical protein				ATG	 
lmo1109	0.17574731582610958	1.1295493596975406	0.2725308018557091	0.8236801515220797	1.0	1.0	-	1145723	1145944	222			hypothetical protein				ATG	 
lmo1110	0.17140212399629107	1.126152436118204	0.7034305262189733	0.9850727607533573	1.0	1.0	-	1145941	1146231	291			hypothetical protein				ATG	 
lmo1111	0.2746659977929111	1.2097139926592633	0.39467376898576667	0.908904741267353	1.0	1.0	-	1146228	1147412	1185			hypothetical protein				TTG	 
lmo1112	0.05534477219327094	1.039107397304451	0.925307490750165	1.0	1.0	1.0	-	1147603	1149003	1401			hypothetical protein				ATG	 
lmo1113	-2.67978345225141	-6.40759717164799	1.3036690820977803E-5	4.6915584815240374E-4	0.004001902498434302	0.037063312004039894	-	1149011	1149385	375			hypothetical protein				ATG	 
lmo1114	-3.546179103001511	-11.681706217608454	2.720589309390675E-10	2.148509835166025E-8	1.8326803153199773E-7	7.73463540659769E-7	-	1149406	1149720	315			hypothetical protein				ATG	 
lmo1115	-0.18085357740729968	-1.1335543597792381	0.5369861109534231	0.965044746572204	1.0	1.0	-	1149887	1152475	2589			fibrinogen-binding protein				ATG	 
lmo1116	1.1231626649319901	2.17823961495332	0.21077573888217893	0.7643309000536157	1.0	1.0	+	1153010	1153783	774			regulatory protein				ATG	 
lmo1117	-0.40258825209338944	-1.3218772850117337	0.671792770643612	0.9822243992288157	1.0	1.0	+	1153848	1154204	357			hypothetical protein				ATG	 
lmo1118	-2.9398666675355187	-7.673403753361767	3.944844451098106E-12	4.672996989363298E-10	3.986069533302298E-9	1.1215192774471916E-8	-	1154864	1156381	1518			hypothetical protein				ATG	 
lmo1119	-2.772967270700449	-6.835122862246316	3.298528561401781E-9	2.2327896904917295E-7	1.9045710878476714E-6	9.377716700065264E-6	-	1156384	1157241	858			methylase				ATG	 
