Guide for interpreting SIPHT output
Locus Name	|	UpGENEnumber		UpGENEname		UpGENEdirection	distUpGENE	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnGENE	DnGENEdir.	DnGENEnumber	DnGENEname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
Candidate_205_NC_003210	|	lmo0640		hypothetical_protein                            	*	>>>	70	|	681348	681519	>>>	171	|	23	>>>	lmo0641	hypothetical_protein                           	*	candidate	207	0.0043	T	10	Listeria_innocua_Clip11262_chromosome_<>Ehrlichia_ruminantium_str._Welgevonden_chromosome_<>Ehrlichia_canis_str._Jake_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Methanocaldococcus_fervens_AG86_chromosome_<>cyanobacterium_UCYN-A_chromosome_<>Methanocaldococcus_sp._FS406-22_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Rickettsia_japonica_YH_chromosome_	RNA	-	0	-	-	-	5	-	-Multi_Fur(11.26|-167)B.subtilis_sigA_2(11.58|-114)
Candidate_206_NC_003210	|	lmo0641		hypothetical_protein                            	*	>>>	5	|	683429	683509	>>>	80	|	9	>>>	lmo0642	hypothetical_protein                           	*	candidate	347	5.1e-09	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-B.subtilis_sigA_3(9.88|-50)
Candidate_207_NC_003210	|	lmo0645		hypothetical_protein                            	*	>>>	2	|	688532	688657	>>>	125	|	-39	>>>	lmo0646	hypothetical_protein                           	*	candidate	344	7.4e-09	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_208_NC_003210	|	lmo0646		hypothetical_protein                            	*	>>>	2	|	689461	689529	>>>	68	|	11	<<<	lmo0647	hypothetical_protein                           	*	candidate	314	1.8e-07	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_209_NC_003210	|	lmo0646		hypothetical_protein                            	*	>>>	2	|	689461	689540	<<<	79	|	0	<<<	lmo0647	hypothetical_protein                           	*	candidate	320	9.6e-08	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	3	-	-
Candidate_210_NC_003210	|	lmo0666		hypothetical_protein                            	*	>>>	4	|	704343	704430	>>>	87	|	21	>>>	lmo0667	hypothetical_protein                           	*	candidate	496	7.7e-16	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_211_NC_003210	|	lmo0668		hypothetical_protein                            	*	>>>	30	|	706181	706213	>>>	32	|	194	>>>	lmo0669	hypothetical_protein                           	*	candidate	284	9e-07	B	3	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_212_NC_003210	|	lmo0670		hypothetical_protein                            	*	>>>	10	|	707497	707585	>>>	88	|	26	>>>	lmo0671	hypothetical_protein                           	*	candidate	241	0.00011	T	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_213_NC_003210	|	lmo0671		hypothetical_protein                            	*	>>>	641	|	708862	708911	>>>	49	|	222	>>>	lmo0672	hypothetical_protein                           	*	candidate	429	4.8e-13	B	3	Lawsonia_intracellularis_PHE/MN1-00_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Clostridium_cellulovorans_743B_chromosome_	RNA	-	1		Candidate_82_NC_003210(opp),Candidate_214_NC_003210(tandem)	-	-	-	-B.subtilis_sigA_3(9.04|-49)
Candidate_214_NC_003210	|	lmo0671		hypothetical_protein                            	*	>>>	708	|	708929	709083	>>>	154	|	50	>>>	lmo0672	hypothetical_protein                           	*	candidate	416	2.4e-12	T	4	Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Clostridium_cellulovorans_743B_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	1		Candidate_82_NC_003210(opp),Candidate_213_NC_003210(tandem)	-	5	RS	-B.subtilis_sigA_3(9.04|-221)
Candidate_215_NC_003210	|	lmo0689		hypothetical_protein                            	*	>>>	36	|	724695	724736	>>>	41	|	159	>>>	lmo0690	flagellin                                      	*	candidate	213	0.0028	T	88	Mycoplasma_genitalium_G37_chromosome_<>Helicobacter_pylori_26695_chromosome_<>Rickettsia_conorii_str._Malish_7_chromosome_<>Yersinia_pestis_CO92_chromosome_<>Streptococcus_pyogenes_MGAS8232_chromosome_<>Bacillus_cereus_ATCC_10987_chromosome_<>Yersinia_pestis_KIM_10_chromosome_<>Leptospira_interrogans_serovar_Lai_str._56601_chromosome_I<>Streptococcus_mutans_UA159_chromosome_<>Bacteroides_thetaiotaomicron_VPI-5482_chromosome_<>Onion_yellows_phytoplasma_OY-M_chromosome_<>Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_chromosome_<>Yersinia_pestis_biovar_Microtus_str._91001_chromosome_<>Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_chromosome_I<>Candidatus_Protochlamydia_amoebophila_UWE25_chromosome_<>Bartonella_quintana_str._Toulouse_chromosome_<>Streptococcus_pyogenes_MGAS10394_chromosome_<>Zymomonas_mobilis_subsp._mobilis_ZM4_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_plasmid_pXO1<>Yersinia_pestis_Nepal516_chromosome_<>Yersinia_pestis_Antiqua_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_plasmid_pLEUM1<>Lactococcus_lactis_subsp._cremoris_SK11_plasmid_3<>Pediococcus_pentosaceus_ATCC_25745_chromosome_<>Yersinia_enterocolitica_subsp._enterocolitica_8081_chromosome_<>Acinetobacter_baumannii_ATCC_17978_chromosome_<>Streptococcus_pyogenes_str._Manfredo_chromosome_<>Yersinia_pestis_Pestoides_F_chromosome_<>Lactobacillus_reuteri_DSM_20016_chromosome_<>Staphylococcus_aureus_subsp._aureus_str._Newman_chromosome_<>Fervidobacterium_nodosum_Rt17-B1_chromosome_<>Bacillus_pumilus_SAFR-032_chromosome_<>Rickettsia_rickettsii_str._'Sheila_Smith'_chromosome_<>Clostridium_phytofermentans_ISDg_chromosome_<>Salmonella_enterica_subsp._arizonae_serovar_62:z4,z23:--_str._RSK2980_chromosome_<>Yersinia_pestis_Angola_chromosome_<>Bartonella_tribocorum_CIP_105476_chromosome_<>Yersinia_pseudotuberculosis_YPIII_chromosome_<>Proteus_mirabilis_HI4320_chromosome_<>Leptospira_biflexa_serovar_Patoc_strain_'Patoc_1_(Paris)'_chromosome_I<>Lactobacillus_reuteri_JCM_1112_chromosome_<>Leptospira_biflexa_serovar_Patoc_strain_'Patoc_1_(Ames)'_chromosome_I<>Helicobacter_pylori_G27_chromosome_<>Streptococcus_pyogenes_NZ131_chromosome_<>Coxiella_burnetii_CbuK_Q154_chromosome_<>Bacillus_cereus_G9842_chromosome_<>Bacillus_cereus_AH820_plasmid_pAH820_272<>Clostridium_cellulolyticum_H10_chromosome_<>Macrococcus_caseolyticus_JCSC5402_chromosome_<>Brachyspira_hyodysenteriae_WA1_chromosome_<>Clostridium_botulinum_A2_str._Kyoto_chromosome_<>Rickettsia_peacockii_str._Rustic_chromosome_<>Helicobacter_pylori_B38_chromosome_<>Zymomonas_mobilis_subsp._mobilis_NCIMB_11163_chromosome_<>Methanocaldococcus_vulcanius_M7_chromosome_<>Mycoplasma_hominis_ATCC_23114_chromosome_<>Sebaldella_termitidis_ATCC_33386_chromosome_<>cyanobacterium_UCYN-A_chromosome_<>Methanobrevibacter_ruminantium_M1_chromosome_<>Staphylococcus_lugdunensis_HKU09-01_chromosome_<>Streptococcus_mutans_NN2025_chromosome_<>Yersinia_pestis_Z176003_chromosome_<>Helicobacter_pylori_B8_chromosome_<>Acinetobacter_sp._DR1_chromosome_<>Brachyspira_pilosicoli_95/1000_chromosome_<>Helicobacter_pylori_SJM180_chromosome_<>Ilyobacter_polytropus_DSM_2926_plasmid_pILYOP01<>Geobacillus_sp._Y4.1MC1_chromosome_<>Caldicellulosiruptor_owensensis_OL_chromosome_<>Methylovorus_sp._MP688_chromosome_<>Candidatus_Liberibacter_solanacearum_CLso-ZC1_chromosome_<>Pseudoalteromonas_sp._SM9913_chromosome_II<>Cellulophaga_algicola_DSM_14237_chromosome_<>Odoribacter_splanchnicus_DSM_20712_chromosome_<>Treponema_succinifaciens_DSM_2489_plasmid_pTRESU01<>Methanosaeta_concilii_GP6_chromosome_<>Gallibacterium_anatis_UMN179_chromosome_<>Streptococcus_parauberis_KCTC_11537_chromosome_<>Streptococcus_pasteurianus_ATCC_43144_chromosome_<>Flexistipes_sinusarabici_DSM_4947_chromosome_<>Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_chromosome_<>Simkania_negevensis_Z_chromosome_gsn.131<>Streptococcus_salivarius_CCHSS3_chromosome_<>Rickettsia_heilongjiangensis_054_chromosome_<>Cyclobacterium_marinum_DSM_745_chromosome_<>Flavobacterium_branchiophilum_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_002745_T1box7(-)_-_(hom|rev)|NC_002745_sprC(-)_-_(hom|rev)	4		Candidate_18_NC_003210(para),Candidate_403_NC_003210(para),Candidate_404_NC_003210(para),Candidate_405_NC_003210(para)	-	-	-	-
Candidate_216_NC_003210	|	lmo0690		flagellin                                       	*	>>>	60	|	725820	725856	>>>	36	|	177	>>>	lmo0691	chemotaxis_response_regulator_CheY             	*	candidate	207	0.0039	T	8	Listeria_innocua_Clip11262_chromosome_<>Rickettsia_felis_URRWXCal2_chromosome_<>Lawsonia_intracellularis_PHE/MN1-00_plasmid_3<>Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Aerococcus_urinae_ACS-120-V-Col10a_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_000913_micF(+)_+_(hom)	2		Candidate_467_NC_003210(tandem),Candidate_278_NC_003210(para)	-	-	-	-
Candidate_217_NC_003210	|	lmo0731		hypothetical_protein                            	*	>>>	36	|	760896	760941	>>>	45	|	610	>>>	lmo0732	peptidoglycan_binding_protein                  	*	candidate	281	0.00088	T	3	Yersinia_pestis_Angola_chromosome_<>Bartonella_tribocorum_CIP_105476_chromosome_<>Lactococcus_lactis_subsp._lactis_KF147_chromosome_	RNA	-	1		Candidate_80_NC_003210(opp),Candidate_218_NC_003210(tandem)	-	-	-	-
Candidate_218_NC_003210	|	lmo0731		hypothetical_protein                            	*	>>>	73	|	760933	761002	>>>	69	|	549	>>>	lmo0732	peptidoglycan_binding_protein                  	*	candidate	283	0.00086	B	7	Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_chromosome_I<>Trichodesmium_erythraeum_IMS101_chromosome_<>Yersinia_pestis_Angola_chromosome_<>Bartonella_tribocorum_CIP_105476_chromosome_<>Sulfolobus_islandicus_Y.G.57.14_chromosome_<>Lactococcus_lactis_subsp._lactis_KF147_chromosome_<>Xenorhabdus_bovienii_SS-2004_chromosome_	RNA	-	0		Candidate_80_NC_003210(anti),Candidate_217_NC_003210(tandem)	-	-	-	-
Candidate_219_NC_003210	|	lmo0732		peptidoglycan_binding_protein                   	*	>>>	162	|	763631	763704	>>>	73	|	93	>>>	lmo0733	hypothetical_protein                           	*	candidate	443	6.7e-14	T	4	Leptospira_interrogans_serovar_Lai_str._56601_chromosome_I<>Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_chromosome_I<>Rickettsia_heilongjiangensis_054_chromosome_<>Oscillibacter_valericigenes_Sjm18-20_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_220_NC_003210	|	lmo0745		hypothetical_protein                            	*	>>>	10	|	776258	776417	>>>	159	|	-20	<<<	lmo0746	hypothetical_protein                           	*	candidate	333	1e-08	T	2	Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_221_NC_003210	|	lmo0752		hypothetical_protein                            	*	>>>	5	|	779496	779559	>>>	63	|	56	>>>	lmo0753	hypothetical_protein                           	*	candidate	323	4.8e-08	T	1	Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_222_NC_003210	|	lmo0754		hypothetical_protein                            	*	>>>	37	|	781026	781102	>>>	76	|	0	>>>	lmo0755	hypothetical_protein                           	*	candidate	276	2.6e-06	T	1	Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_223_NC_003210	|	lmo0761		hypothetical_protein                            	*	>>>	5	|	786998	787277	>>>	279	|	42	>>>	lmo0762	hypothetical_protein                           	*	candidate	1264	5.7e-51	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_224_NC_003210	|	lmo0777		hypothetical_protein                            	*	>>>	36	|	802776	802820	>>>	44	|	380	>>>	lmo0778	hypothetical_protein                           	*	candidate	426	2.5e-13	T	12	Clostridium_acetobutylicum_ATCC_824_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Leptospira_interrogans_serovar_Lai_str._56601_chromosome_II<>Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_chromosome_II<>Methanosarcina_barkeri_str._Fusaro_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Candidatus_Ruthia_magnifica_str._Cm_(Calyptogena_magnifica)_chromosome_<>Desulfomicrobium_baculatum_DSM_4028_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Clostridium_cellulovorans_743B_chromosome_<>Clostridium_acetobutylicum_DSM_1731_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_225_NC_003210	|	lmo0778		hypothetical_protein                            	*	>>>	23	|	803572	803787	>>>	215	|	-43	<<<	lmo0779	hypothetical_protein                           	*	candidate	212	0.0034	T	13	Streptococcus_pneumoniae_R6_chromosome_<>Streptococcus_pneumoniae_D39_chromosome_<>Streptococcus_pneumoniae_Hungary19A-6_chromosome_<>Streptococcus_pneumoniae_CGSP14_chromosome_<>Streptococcus_pneumoniae_G54_chromosome_<>Streptococcus_pneumoniae_ATCC_700669_chromosome_<>Streptococcus_pneumoniae_JJA_chromosome_<>Streptococcus_pneumoniae_P1031_chromosome_<>Streptococcus_pneumoniae_70585_chromosome_<>Streptococcus_pneumoniae_Taiwan19F-14_chromosome_<>Streptococcus_pneumoniae_TCH8431/19A_chromosome_<>Streptococcus_pneumoniae_AP200_chromosome_<>Streptococcus_pneumoniae_670-6B_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_226_NC_003210	|	lmo0786		hypothetical_protein                            	*	>>>	1	|	811622	811812	>>>	190	|	0	>>>	lmo0787	hypothetical_protein                           	*	candidate	669	7.2e-24	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_227_NC_003210	|	lmo0787		hypothetical_protein                            	*	>>>	13	|	813203	813283	>>>	80	|	167	>>>	lmo0788	hypothetical_protein                           	*	candidate	670	4.8e-24	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_228_NC_003210	|	lmo0791		hypothetical_protein                            	*	>>>	15	|	820055	820113	>>>	58	|	31	>>>	lmo0792	hypothetical_protein                           	*	candidate	365	7.4e-10	T	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	-	-	1		Candidate_110_NC_003210(para)	-	5	-	-
Candidate_229_NC_003210	|	lmo0797		hypothetical_protein                            	*	>>>	1	|	824886	824978	>>>	92	|	-43	<<<	lmo0798	hypothetical_protein                           	*	candidate	255	0.00014	T	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_230_NC_003210	|	lmo0800		hypothetical_protein                            	*	>>>	4	|	828021	828081	>>>	60	|	86	>>>	lmo0801	hypothetical_protein                           	*	candidate	465	1.4e-14	B	1	Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_231_NC_003210	|	lmo0801		hypothetical_protein                            	*	>>>	11	|	830120	830175	>>>	55	|	83	>>>	lmo0802	hypothetical_protein                           	*	candidate	519	5.3e-17	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_232_NC_003210	|	lmo0802		hypothetical_protein                            	*	>>>	11	|	830909	830999	>>>	90	|	25	>>>	lmo0803	hypothetical_protein                           	*	candidate	413	4e-12	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_233_NC_003210	|	lmo0811		hypothetical_protein                            	*	>>>	2	|	839455	839573	>>>	118	|	-54	>>>	lmo0812	hypothetical_protein                           	*	candidate	275	1.3e-05	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_234_NC_003210	|	lmo0813		hypothetical_protein                            	*	>>>	9	|	841082	841153	>>>	71	|	3	>>>	lmo0814	hypothetical_protein                           	*	candidate	312	4e-08	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_235_NC_003210	|	lmo0814		hypothetical_protein                            	*	>>>	14	|	842101	842225	>>>	124	|	87	>>>	lmo0815	hypothetical_protein                           	*	candidate	234	0.00027	T	2	Listeria_innocua_Clip11262_chromosome_<>Bacillus_cytotoxicus_NVH_391-98_chromosome_	RNA	-	2		Candidate_213_NC_003210(para),Candidate_214_NC_003210(para)	-	-	RS	-
Candidate_236_NC_003210	|	lmo0819		hypothetical_protein                            	*	>>>	1	|	847444	847517	>>>	73	|	34	>>>	lmo0820	hypothetical_protein                           	*	candidate	368	4.9e-10	T	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_237_NC_003210	|	lmo0826		hypothetical_protein                            	*	>>>	4	|	854343	854483	>>>	140	|	-41	>>>	lmo0827	hypothetical_protein                           	*	candidate	251	2.3e-05	T	3	Staphylococcus_epidermidis_RP62A_chromosome_<>Staphylococcus_epidermidis_ATCC_12228_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH1_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_238_NC_003210	|	lmo0841		hypothetical_protein                            	*	>>>	40	|	875299	875343	>>>	44	|	377	>>>	lmo0842	peptidoglycan_binding_protein                  	*	candidate	268	1.1e-05	T	4	Methanosarcina_mazei_Go1_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Methanococcoides_burtonii_DSM_6242_chromosome_<>Lactobacillus_johnsonii_FI9785_chromosome_	-	-	1		Candidate_239_NC_003210(tandem)	-	-	-	-
Candidate_239_NC_003210	|	lmo0841		hypothetical_protein                            	*	>>>	226	|	875485	875524	>>>	39	|	196	>>>	lmo0842	peptidoglycan_binding_protein                  	*	candidate	208	0.004	T	14	Bacillus_subtilis_subsp._subtilis_str._168_chromosome_<>Methanosarcina_mazei_Go1_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi_chromosome_<>Methanosarcina_barkeri_str._Fusaro_chromosome_<>Methanococcoides_burtonii_DSM_6242_chromosome_<>Lactococcus_lactis_subsp._cremoris_SK11_chromosome_<>Lactococcus_lactis_subsp._cremoris_MG1363_chromosome_<>Bartonella_grahamii_as4aup_chromosome_<>Lactobacillus_johnsonii_FI9785_chromosome_<>Xenorhabdus_bovienii_SS-2004_chromosome_<>Candidatus_Riesia_pediculicola_USDA_chromosome_<>Clostridium_cellulovorans_743B_chromosome_<>Caldicellulosiruptor_lactoaceticus_6A_chromosome_	RNA	-	1		Candidate_238_NC_003210(tandem)	-	-	-	-
